X,Y,ObjectId,EntityCode,EntityOfficialName,AgreementNumber,EntityType,EntityTypeName,EntityTypeGroup,EntityTypeGroupName,EntityTypeCategory,EntityTypeCategoryName,EntityCountyCode,EntityCountyName,EntityCharteringAgencyCode,EntityCharteringAgencyName,EntityGeographicLEADistrictCode,EntityGeographicLEADistrictOffi,EntityNCESCode,EntityLocaleCode,EntityLocaleName,EntityAuthorizedEducationalSett,EntityActualEducationalSettings,EntityStatus,EntityOpenDate,EntityCloseDate,EntityAuthorizedGrades,EntityActualGrades,EntityFIPSCode,EnttiyREMCid,EntityScheduleList,EntityEarlyChildhoodProgramList,ReceivesTransportationServicesF,ReceivesTransportationService_1,EntityReligiousOrientationCode,EntityReligiousOrientationName,EntityEmail,EntityPhone,EntityPhoneExt,EntityFax,EntityFaxExt,EntityLeadAdminHonorific,EntityLeadAdminFirstName,EntityLeadAdminLastName,EntityPhysicalStreet,EntityPhysicalCity,EntityPhysicalState,EntityPhysicalZip4,EntityMailingStreet,EntityMailingCity,EntityMailingState,EntityMailingZip4,EarlyMiddleCollege
-83.021782118,42.3809013700001,271,990000945,Young Entrpreneurial Society,990000945,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2010/09/23 00:00:00,,,,26163,0,,,0,,,,info@entrepreneurship.org,3132153339,,0,,Mrs.,Athena,Green,5830 Field St                                               ,Detroit                                                     ,MI,482132454,5830 Field St,Detroit,MI,48213,
-83.057567136,42.3453231280001,272,990000281,Coalition on Temporary Shelter,990000281,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/11/23 00:00:00,,,,26163,0,,,0,,,,sjohnson@cotsdetroit.org,3138313777,,0,,Ms.,Sharyn,Johnson,26 PETERBORO ST,DETROIT,MI,482012722,26 PETERBORO ST,DETROIT,MI,482012722,
-83.257337875,42.4171272900001,273,990000175,"Youth Organizing To Uplift Tomorrows Humanity, Inc. (YOUTH, INC.)",990000175,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/06/03 00:00:00,,,,26163,0,,,0,,,,sylvesterjr79@yahoo.com,2484167049,,0,,Mr.,Sylvester,Jefferson,17338 LAHSER RD,DETROIT,MI,482192348,17338 LAHSER RD,DETROIT,MI,482192348,
-82.935236614,42.404154324,274,990000397,Cole's Castle LLC,990000397,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2004/05/01 00:00:00,,,,26163,0,,,0,,,,catlew2@yahoo.com,3136807763,,0,,Mrs.,Catrina,Lewis-Hurst,16605 EAST WARREN AVE,DETROIT,MI,482242744,16605 EAST WARREN AVE,DETROIT,MI,482242744,
-83.017436829,42.3369624040001,275,,,84060,0,,1,District,3,LEA,82,Wayne,,,0,,2601001,11,City: Large,,,Open-Active,2011/10/31 00:00:00,,,,26163,20,Full school year,,0,,,,spenn@jpwstrategies.com,3132639800,,3132639800,,Ms.,Shani,Penn,300 River Place Dr                                          ,Detroit                                                     ,MI,482074298,300 RIVER PLACE DR STE 3600,DETROIT,MI,482074298,
-83.1663273779999,42.402784577,276,08061,Loyola High School,820158061,34,Nonpublic School,2,School,5,Nonpublic,82,Wayne,,,82015,Detroit Public Schools Community District,,,,GenEd,GenEd,Open-Active,1900/01/01 00:00:00,,"9,10,11,12","9,10,11,12",26163,20,,,82015,Detroit Public Schools Community District,44,Roman Catholic,wjonesiii@loyolahsdetroit.org,3138612407,,3138614718,,Mr.,Wyatt,Jones III,15325 PINEHURST ST,DETROIT,MI,482381633,15325 PINEHURST ST,DETROIT,MI,482381633,
-83.021782118,42.3809013700001,277,820001024,Communities in Schools of Detroit Inc.,820001024 ,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,0,,,,0,,,,,,,Open-Active,2008/10/06 00:00:00,,,,0,0,,,0,,,,,0,,0,,Mr.,Charles,Anderson,5830 FIELD ST,DETROIT,MI,482132454,5830 FIELD ST,DETROIT,MI,482132454,
-83.063464584,42.3292488770001,278,05175,Most Holy Trinity School,820155175,34,Nonpublic School,2,School,5,Nonpublic,82,Wayne,,,82015,Detroit Public Schools Community District,,,,"GenEd, PK","GenEd, PK",Open-Active,1900/01/01 00:00:00,,"KG-Part,1,2,3,4,5,6,7,8","KG-Part,1,2,3,4,5,6,7,8",26163,20,,,82015,Detroit Public Schools Community District,44,Roman Catholic,Klepkowski@mostholytrinityschool.org,3139618855,,3139615797,,Ms.,Karina,Lepkowski,1229 LABROSSE ST,DETROIT,MI,482261011,1229 LABROSSE ST,DETROIT,MI,482261011,
-83.224283258,42.3471314280001,279,990000142,"Community Feast of the 5,000 Ministry Outreach",990000142,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/02/09 00:00:00,,,,26163,0,,,0,,,,moorebishop@gmail.com,7347166671,,0,,Dr.,Johnnie,Moore,18750 SAWYER ST,DETROIT,MI,482283411,18750 SAWYER ST,DETROIT,MI,482283411,
-83.200503628,42.363956972,280,03342,Temple of Faith Day Care Kindergarten,820153342,34,Nonpublic School,2,School,5,Nonpublic,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2018/04/01 00:00:00,,,,26163,20,Full school year,"CCare,Tuit-B Pre",82015,Detroit Public Schools Community District,4,Baptist,tofbaptist@aol.com,3138358889,,0,,Ms.,Gloria,Newton,9351 FORRER ST,DETROIT,MI,482282115,9351 FORRER ST,DETROIT,MI,482282115,
-82.930185776,42.401914812,281,990004369,Computer ED,990004369,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2014/02/24 00:00:00,,,,26163,0,,,0,,,,cedinc4u@gmail.com,3132203889,,0,,Ms.,Regina,Solomon,4421 Grayton St                                             ,Detroit                                                     ,MI,482244008,4421 GRAYTON ST,DETROIT,MI,482244008,
-83.030325874,42.427826947,282,990004808,Cornerstone Jefferson-Douglass Academy,990004808,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,GenEd,,Open-Active,2014/08/15 00:00:00,,"KG,1,2,3,4,5,6,7,8,9,10,11,12",,26163,0,,,0,,,,heather@aspiremgt.net,2486373000,,0,,Ms.,Heather,Gardner,6861 E Nevada St                                            ,Detroit                                                     ,MI,482342968,6861 E NEVADA ST,DETROIT,MI,482342968,
-83.094776143,42.3853783550001,283,990000185,Covenant Community Project Developme,990000185,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2001/06/01 00:00:00,,,,26163,0,,,0,,,,ejr48034@yahoo.com,2484978967,,0,,Mr.,Eric,Reed,10213 HAMILTON AVE,DETROIT,MI,482021269,10213 HAMILTON AVE,DETROIT,MI,482021269,
-82.979509591,42.449194209,284,990001897,CRAWLER AVENUE DEVELOPMENT CHILD CARE CENTER,990001897,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2012/08/03 00:00:00,,,,26163,0,,,0,,,,CRAWLERAVENUE@YAHOO.COM,3134698557,,0,,Mrs.,TONJA,CANN,14050 E 8 Mile Rd                                           ,Detroit                                                     ,MI,482051232,14050 E 8 MILE RD,DETROIT,MI,482051232,
-82.938761628,42.4041184920001,285,990000067,Creating A Healthy Community Program,990000067,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/05/01 00:00:00,,,,26163,0,,,0,,,,virdellt@sbcglobal.net,3134738382,,0,,Ms.,Virdell,Thomas,5077 AUDUBON RD,DETROIT,MI,482242658,5077 AUDUBON RD,DETROIT,MI,482242658,
-83.176759496,42.431424689,286,990006266,"Creative Academics Learning Center, LLC",990006266,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82010,Detroit City School District,,,,,,Open-Active,2016/08/22 00:00:00,,,,26163,0,,,0,,,,creativeacademicslc@gmail.com,3138556262,,0,,Mr.,Anthony,Crawford,13144 W 7 Mile Rd                                           ,Detroit                                                     ,MI,482351337,13144 W 7 Mile Rd,Detroit,MI,48235,
-83.0471588619999,42.329937629,287,990002918,Creative Educational Services,990002918,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2010/12/15 00:00:00,,,,26163,0,,,0,,,,cesdsj@aol.coom,3132626179,,0,,Ms.,Densye,Jackson,615 Griswold St Ste 509                                     ,Detroit                                                     ,MI,482263975,615 GRISWOLD ST STE 509,DETROIT,MI,482263975,
-83.200364023,42.4401644860001,288,990004094,"Creative Learning Childrens College, LLC",990004094,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2012/09/10 00:00:00,,,,26163,0,,,0,,,,creativelearningchildrenscollege@yahoo.com,3136462916,,0,,Ms.,Janet,Jackson,20111 Greenfield Rd                                         ,Detroit                                                     ,MI,482351872,20111 GREENFIELD RD,DETROIT,MI,482351872,
-83.142358981,42.443894931,289,990006830,Cribs2College Academy,990006830,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,84,State Of Michigan,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2017/09/26 00:00:00,,,,0,0,,,0,,,,cribs2collegeacademy@gmail.com,3136462907,,0,,Ms.,Betty,Favors,20401 Livernois Ave                                         ,Detroit                                                     ,MI,482211398,20401 LIVERNOIS AVE,DETROIT,MI,482211398,
-83.0698245949999,42.3711790830001,290,,,82010,0,,1,District,3,LEA,82,Wayne,,,0,,2612000,11,City: Large,,,Open-Active,1900/01/01 00:00:00,,,,26163,20,,,0,,,,alycia.meriweather@detroitk12.org,3138737922,,3138733482,,Dr.,Nikolai,Vitti,3011 WEST GRAND BLVD,DETROIT,MI,482023096,3011 WEST GRAND BLVD,DETROIT,MI,482023096,
-83.0280150679999,42.345794326,291,990005737,Dames Educational Enterprise,990005737,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2015/12/04 00:00:00,,,,26163,0,,,0,,,,rozwriter@gmail.com,3139708111,,0,,Ms.,Roslyn,Dames,1935 Chene Ct                                               ,Detroit                                                     ,MI,482074974,1935 CHENE CT APT 206 # 206,DETROIT,MI,482073865,
-83.2530144789999,42.4289250100001,292,990003879,Davis Preparatory Academy,990003879,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2013/09/09 00:00:00,,,,26163,0,,,0,,,,danielledavisl@aol.com,3132552600,,0,,Ms.,Danielle,Davis,21355 W. Seven Mile Road                                    ,Detroit                                                     ,MI,482191915,21355 W. Seven Mile Road,Detroit,MI,48336,
-83.1591811229999,42.389286128,293,990000201,DEE'S LITTLE ANGELS CHILD CARE CENTER,990000201,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/05/01 00:00:00,,,,26163,0,,"CCare,GSRP,Tuit-B Pre",0,,,,deeslittleangelsccc@gmail.com,3133672833,,0,,Mrs.,Yolanda ,Williams,13987 Wyoming,Detroit,MI,482382333,13987 Wyoming,Detroit,MI,48238,
-83.117510061,42.3987836900001,294,990002491,DEPSA Chadsey Condon,990002491,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2013/09/03 00:00:00,,,,26163,0,,,0,,,,PatrickJ@npfenow.org,3134923016,,0,,Mr.,Ralph,Bland,2001 La Belle St                                            ,Detroit                                                     ,MI,48238,2001 LABELLE ST,DETROIT,MI,48238,
-83.158620921,42.3767134980001,295,990000615,"Detroit Association of Black Organizations, Inc.",990000615,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2010/03/31 00:00:00,,,,26163,0,,,0,,,,sheffield3@aol.com,3132839587,,0,,Rev.,Horace,Sheffield,12048 Grand River Ave,Detroit,MI,50040,12048 GRAND RIVER AVE,DETROIT,MI,482041836,
-83.015434934,42.3419286050001,296,990005936,Detroit Health Department,990005936,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2016/04/12 00:00:00,,,,26163,0,,,0,,,,asabiglk@detroitmi.gov,3138764301,,0,,Dr.,Abdul,El-Sayed,3245 E Jefferson Ave                                        ,Detroit                                                     ,MI,482074222,3245 EAST JEFFERSON AVE STE 100,DETROIT,MI,482074222,
-83.063791291,42.3265874900001,297,820001016,Detroit Hispanic Development Corporation,820001016,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,,0,,,,agreyes@dhdc1.org,3139674880,104       ,3139674884,,Ms.,Angela,Reyes,1211 TRUMBULL ST,DETROIT,MI,482161940,1211 TRUMBULL ST,DETROIT,MI,482161940,
-83.174794581,42.431415954,298,990001128,Detroit Martial Arts Ins. Life Skills Center,990001128,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2011/03/01 00:00:00,,,,26163,0,,,0,,,,greyn74986@aol.com,2486401164,,3134169002,,Mr.,George ,Reynolds ,13030 W 7 Mile Rd        ,Detroit          ,MI,482351335,13030 W 7 MILE RD,DETROIT,MI,482351335,
-83.13398705,42.4232390780001,299,990002100,Detroit Public Safety Academy,990002100,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2012/10/03 00:00:00,,,,26163,0,,,0,,,,khari_wheeler@hotmail.com,3134442754,,0,,Mr.,Khari,Wheeler,18034 Muirland St                                           ,Detroit                                                     ,MI,482212755,18034 MUIRLAND ST,DETROIT,MI,482212755,
-83.074413788,42.3709585980001,300,990000055,Detroit Youth Foundation,990000055,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/04/27 00:00:00,,,,26163,0,,,0,,,,jjackson@youthvilledetroit.org,3133091300,,0,,Ms.,Judith,Jackson,7375 WOODWARD AVE,DETROIT,MI,482023158,7375 WOODWARD AVE,DETROIT,MI,482023158,
-83.238328595,42.4371035870001,301,990002107,"Development Centers, Inc.",990002107,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2012/10/05 00:00:00,,,,26163,0,,,0,,,,rshaw@develctrs.org,3132550900,1202      ,0,,Mr.,Robert,Shaw,19900 Evergreen Rd                                          ,Detroit                                                     ,MI,482192044,17421 TELEGRAPH RD,DETROIT,MI,482193165,
-82.9468387969999,42.4124004,302,820001531,Dominican Literacy Center Inc.,820001531,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,,0,,,,dominicanliteracy@yahoo.com,3132671000,,0,,,,,9400 COURVILLE ST,DETROIT,MI,482242517,9400 COURVILLE ST,DETROIT,MI,482242517,
-83.127234083,42.374619554,303,820008004,Don Bosco Hall,820008004,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/05/13 00:00:00,,,,26163,0,,,0,,,,solojo@donboscohall.org,5176311600,,0,,,,,10001 PETOSKEY AVE,DETROIT,MI,482043908,10001 PETOSKEY AVE,DETROIT,MI,482043908,
-83.117871741,42.393824255,304,990000143,DONE GROUP MINISTIRES,990000143,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/06/27 00:00:00,,,,26163,0,,,0,,,,donegcorp2@aol.com,3132151468,,0,,Mr.,Darren,Neely,2336 WAVERLY ST # 34,DETROIT,MI,482383558,2336 WAVERLY ST 34,DETROIT,MI,482383558,
-83.1723207699999,42.403260602,305,990000114,Don't Give Up Ministries Outreach Church,990000114,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/05/05 00:00:00,,,,26163,0,,,0,,,,jamesgadson0504@yahoo.com,3133030397,,0,,Mr.,James,Gadson,15362 SORRENTO ST,DETROIT,MI,482274024,15362 SORRENTO ST,DETROIT,MI,482274024,
-82.926526742,42.4075358690001,306,82SPX0083,DOTTIES LOVEABLE LEARNING CENTER,82SPX0083,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,,0,,,,,0,,0,,,,,17331 EAST WARREN AVE,DETROIT,MI,482242215,17331 EAST WARREN AVE,DETROIT,MI,482242215,
-83.2074901669999,42.395769134,307,990000165,Douse House,990000165,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/05/01 00:00:00,,,,26163,0,,,0,,,,mmdouse@yahoo.com,3135233329,,0,,Mr.,Minar,Douse,14615 METTETAL ST,DETROIT,MI,482271877,14615 METTETAL ST,DETROIT,MI,482271877,
-83.110122437,42.3965262200001,308,990000949,Eddis Williams Community Center,990000949,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2010/09/28 00:00:00,,,,26163,0,,,0,,,,eddisaw1@yahoo.com,3138685683,,0,,Rev.,Eddis,Williams,13240 Woodrow Wilson St                                     ,Detroit                                                     ,MI,482383692,13240 WOODROW WILSON ST,DETROIT,MI,482383692,
-83.05381983,42.324360792,309,990000268,Edulutions,990000268,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/10/14 00:00:00,,,,26163,0,,,0,,,,pamelaataylor@comcast.net,3134074842,,0,,Ms.,Pamela,Taylor,100 RIVERFRONT DR,DETROIT,MI,482264500,100 RIVERFRONT DR APT 2406,DETROIT,MI,482264542,
-83.167895426,42.409372843,310,990004590,Empowerment Educational Center,990004590,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2014/05/15 00:00:00,,,,26163,0,,,0,,,,hooks62@gmail.com,3138645890,,0,,Mrs.,Angela,Hooks,10711 Puritan St                                            ,Detroit                                                     ,MI,482381022,10711 PURITAN ST,DETROIT,MI,482381022,
-83.0803490609999,42.3747020210001,311,990004118,endue adult day program,990004118,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2013/06/17 00:00:00,,,,26163,0,,,0,,,,endueadpi@live.com,3138710115,,0,,Ms.,yolanda,haynes,8255 2nd Ave                                                ,Detroit                                                     ,MI,482022405,8255 2ND AVE,DETROIT,MI,482022405,
-83.184879183,42.409249242,312,990006607,ESSENTIALS ADULT DAY CARE,990006607,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2017/05/21 00:00:00,,,,26163,0,,,0,,,,ESSENTIALSCARE@YAHOO.COM,3134591869,,0,,Mrs.,LATONYA,BROWN,14200 Puritan St                                            ,Detroit                                                     ,MI,482273323,14200 PURITAN ST,DETROIT,MI,482273323,
-82.983203886,42.417232857,313,990000118,Evangel Street and Byway Outreach,990000118,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/05/26 00:00:00,,,,26163,0,,,0,,,,esboministry,3137172513,,0,,Mr.,Johnny,Monroe,12825 JANE ST,DETROIT,MI,482053971,12825 JANE ST,DETROIT,MI,482053971,
-83.154167333,42.4328367140001,314,04262,University of Detroit Jesuit,820154262,34,Nonpublic School,2,School,5,Nonpublic,82,Wayne,,,82015,Detroit Public Schools Community District,,,,GenEd,GenEd,Open-Active,1900/01/01 00:00:00,,"7,8,9,10,11,12","7,8,9,10,11,12",26163,20,,,82015,Detroit Public Schools Community District,44,Roman Catholic,anthony.trudel@uofdjesuit.org,3139272330,,3138623299,,Mr.,Anthony,Trudel,8400 SOUTH CAMBRIDGE AVE,DETROIT,MI,482211603,8400 SOUTH CAMBRIDGE AVE,DETROIT,MI,482211603,
-82.997758565,42.3645188410001,315,00909,Waldorf School Assn. of Michigan,820150909,34,Nonpublic School,2,School,5,Nonpublic,82,Wayne,,,82015,Detroit Public Schools Community District,,,,"GenEd, PK","GenEd, PK",Open-Active,1900/01/01 00:00:00,,"KG-Part,1,2,3,4,5,6,7,8","KG-Part,1,2,3,4,5,6,7,8",26163,20,,,82015,Detroit Public Schools Community District,99,Unknown,administration@detroitwaldorf.org,3138220300,,3138224030,,Ms.,Julia,Toro,2555 BURNS ST,DETROIT,MI,482141864,2555 BURNS ST,DETROIT,MI,482141864,
-83.1964909719999,42.3392790570001,316,820000271,A & W DAY CARE CENTER,820000271,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,,0,,,,ameeramacki@gmail.com,3135810768,,0,,Ms.,Ameera,Macki,6565 GREENFIELD RD,DETROIT,MI,482283719,6565 GREENFIELD RD,DETROIT,MI,482283719,
-83.191855258,42.3511406440001,317,82SPX0092,A Place of Our Own,82SPX0092,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,,0,,,,aplaceofourown49@yahoo.com,3135816260,,0,,Ms.,Angela,Jackson,15022 TIREMAN ST,DETROIT,MI,482282726,15022 TIREMAN ST,DETROIT,MI,482282726,
-83.282193976,42.4421651170001,318,990000080,Abayomi Community Development Corporation,990000080,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/05/08 00:00:00,,,,26163,0,,,0,,,,tmorris@abayomicdc.org,3135419828,,3135413820,,Mrs.,Tawnya,Morris,24331 W 8 Mile Rd,Detroit,MI,482191028,24331 W 8 MILE RD,DETROIT,MI,482191028,
-83.0247471339999,42.4401377820001,319,990001461,Above & Beyond Learning Center LLC.,990001461,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2011/11/01 00:00:00,,,,26163,0,,CCare,0,,,,Nhodge48234@aol.com,3138926062,,3137318802,,Ms.,Donna,White,19741 Van Dyke St,Detroit,MI,482343363,19741 VAN DYKE ST,DETROIT,MI,482343363,
-83.073678536,42.3494126370001,320,990001064,Abundant Care Training Services-ACTS Woodbridge Community Youth Center,990001064,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2011/01/06 00:00:00,,,,26163,0,,,0,,,,woodbridge.center@sbcglobal.net,3138324770,,0,,Mrs.,Margaret,Wilson,1200 W Canfield St       ,Detroit          ,MI,482011004,1200 W CANFIELD ST,DETROIT,MI,482011004,
-82.9462995109999,42.4501737,321,990000275,Abundant Joy Development Center,990000275,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/11/03 00:00:00,,,,26163,0,,,0,,,,ltasha78@gmail.com,3134588954,,0,,Mrs.,Tasha ,Lewis,16838 EAST 8 MILE RD,DETROIT,MI,482051519,16838 EAST 8 MILE RD,DETROIT,MI,482051519,
-82.9625841129999,42.4214016170001,322,990001052,Academy Of Beanie Care Inc,990001052,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2010/11/22 00:00:00,,,,26163,0,,,0,,,,drendren16@gmail.com,3133718860,,0,,Mrs.,Edrena ,Davis,12422 Kelly Rd           ,Detroit          ,MI,482241518,12422 Kelly Rd,Detroit,MI,48224,
-83.0329622099999,42.3456834990001,323,990005774,Academy of Startegic Thinking,990005774,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2016/09/06 00:00:00,,,,26163,0,,,0,,,,irispatrice52@gmail.com,3136476371,,0,,Ms.,Iris,Ayala,2077 Hyde Park Rd                                           ,Detroit                                                     ,MI,482073885,2077 HYDE PARK RD,DETROIT,MI,482073885,
-83.003773799,42.3528102990001,324,990002666,Adult Well-Being Services,990002666,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2013/02/24 00:00:00,,,,26163,0,,,0,,,,kschrock@awbs.org,3139247860,,0,,Ms.,Janice,Newsome,1423 Field St                                               ,Detroit                                                     ,MI,482142321,1423 FIELD ST,DETROIT,MI,482142321,
-83.008605154,42.342532684,325,990002589,After-school Kidz Zone LLC,990002589,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/09/01 00:00:00,,,,26163,0,,,0,,,,Maria.Adams-Lawton@sbcglobal.net,3133932222,,0,,Mrs.,Maria ,Adams-Lawton,227 Iron St                                                 ,Detroit                                                     ,MI,482074476,227 IRON ST STE 121,DETROIT,MI,482074476,
-83.022643613,42.387802461,326,990000123,Alkebu-lan Village,990000123,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/05/25 00:00:00,,,,26163,0,,,0,,,,marviscofield@aol.com,3139211616,,0,,Mr.,Marvis,Cofield,7701 HARPER AVE,DETROIT,MI,482132411,7701 HARPER AVE,DETROIT,MI,482132411,
-83.223803335,42.3862813690001,327,82SPX0078,ALPHABET SOUP CHILDCARE CENTER INC,82SPX0078,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/05/27 00:00:00,,,,26163,0,,,0,,,,,3132738646,,0,,,Natalie ,Woods,18605 SCHOOLCRAFT,DETROIT,MI,482232901,18605 Schoolcraft,Detroit ,MI,48223,
-83.134957796,42.4403126350001,328,990006327,"Amaze-EnJoyment, LLC",990006327,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82010,Detroit City School District,,,,,,Open-Active,2016/09/30 00:00:00,,,,26163,0,,,0,,,,kidsfirstamazingjourney@yahoo.com,3133417639,7639      ,0,,Mrs.,Collette,Gulley,19986 Renfrew Rd                                            ,Detroit                                                     ,MI,482211369,19986 RENFREW RD,DETROIT,MI,482211369,
